GENE_NAME	BLAST_ID	CONTIG	START	STOP	FRAMESHIFTS_BLAST	INFRAME_STOPS_BLAST	FRAMESHIFTS_MINIPROT	INFRAME_STOPS_MINIPROT	EXON	CONTIG_TYPE	GENE_TYPE	ANNOTATION	HAP	SPECIES
AL_2_hap2_JBHOIN010000208.1_41003-41266:._AL_2_hap2_JBHOIN010000208.1_42181-42461:.	AL_2_hap2_JBHOIN010000208.1_41003-41266:.	AL_2_hap2_JBHOIN010000208.1	41003	41266	0	0	NA	NA	EXON2	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AL_2_hap2	HF_E
AL_2_hap2_JBHOIN010000208.1_41003-41266:._AL_2_hap2_JBHOIN010000208.1_42181-42461:.	AL_2_hap2_JBHOIN010000208.1_42181-42461:.	AL_2_hap2_JBHOIN010000208.1	42181	42461	0	0	NA	NA	EXON3	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AL_2_hap2	HF_E
AL_2_hap2_JBHOIN010000208.1_45357-45637:-_AL_2_hap2_JBHOIN010000208.1_46995-47261:-	AL_2_hap2_JBHOIN010000208.1_45357-45637:-	AL_2_hap2_JBHOIN010000208.1	45357	45637	0	0	NA	NA	EXON3	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AL_2_hap2	HF_E
AL_2_hap2_JBHOIN010000208.1_45357-45637:-_AL_2_hap2_JBHOIN010000208.1_46995-47261:-	AL_2_hap2_JBHOIN010000208.1_46995-47261:-	AL_2_hap2_JBHOIN010000208.1	46995	47261	0	0	NA	NA	EXON2	Uncertain	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AL_2_hap2	HF_E
AW_365326_hap1_h1tg000208l_609199-609475:-	AW_365326_hap1_h1tg000208l_609199-609475:-	AW_365326#1#h1tg000208l	609199	609475	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000208l_714147-714386:-	AW_365326_hap1_h1tg000208l_714147-714386:-	AW_365326#1#h1tg000208l	714147	714386	0	0	NA	NA	EXON2	Not_core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000208l_720668-720945:-_AW_365326_hap1_h1tg000208l_722089-722355:-	AW_365326_hap1_h1tg000208l_720668-720945:-	AW_365326#1#h1tg000208l	720668	720945	0	0	1	0	EXON3	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000208l_720668-720945:-_AW_365326_hap1_h1tg000208l_722089-722355:-	AW_365326_hap1_h1tg000208l_722089-722355:-	AW_365326#1#h1tg000208l	722089	722355	0	0	1	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000208l_760882-761158:-	AW_365326_hap1_h1tg000208l_760882-761158:-	AW_365326#1#h1tg000208l	760882	761158	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000208l_997359-997618:._AW_365326_hap1_h1tg000208l_997873-998149:.	AW_365326_hap1_h1tg000208l_997359-997618:.	AW_365326#1#h1tg000208l	997359	997618	0	0	NA	NA	EXON2	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000208l_997359-997618:._AW_365326_hap1_h1tg000208l_997873-998149:.	AW_365326_hap1_h1tg000208l_997873-998149:.	AW_365326#1#h1tg000208l	997873	998149	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_60655-60921:._AW_365326_hap1_h1tg000402l_61453-61730:.	AW_365326_hap1_h1tg000402l_60655-60921:.	AW_365326#1#h1tg000402l	60655	60921	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_60655-60921:._AW_365326_hap1_h1tg000402l_61453-61730:.	AW_365326_hap1_h1tg000402l_61453-61730:.	AW_365326#1#h1tg000402l	61453	61730	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_87430-87696:._AW_365326_hap1_h1tg000402l_88790-89067:.	AW_365326_hap1_h1tg000402l_87430-87696:.	AW_365326#1#h1tg000402l	87430	87696	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_87430-87696:._AW_365326_hap1_h1tg000402l_88790-89067:.	AW_365326_hap1_h1tg000402l_88790-89067:.	AW_365326#1#h1tg000402l	88790	89067	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_128793-129070:-_AW_365326_hap1_h1tg000402l_130510-130776:-	AW_365326_hap1_h1tg000402l_128793-129070:-	AW_365326#1#h1tg000402l	128793	129070	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_128793-129070:-_AW_365326_hap1_h1tg000402l_130510-130776:-	AW_365326_hap1_h1tg000402l_130510-130776:-	AW_365326#1#h1tg000402l	130510	130776	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_141265-141540:-_AW_365326_hap1_h1tg000402l_142782-143048:-	AW_365326_hap1_h1tg000402l_141265-141540:-	AW_365326#1#h1tg000402l	141265	141540	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_141265-141540:-_AW_365326_hap1_h1tg000402l_142782-143048:-	AW_365326_hap1_h1tg000402l_142782-143048:-	AW_365326#1#h1tg000402l	142782	143048	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_162528-162803:-_AW_365326_hap1_h1tg000402l_163949-164215:-	AW_365326_hap1_h1tg000402l_162528-162803:-	AW_365326#1#h1tg000402l	162528	162803	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_162528-162803:-_AW_365326_hap1_h1tg000402l_163949-164215:-	AW_365326_hap1_h1tg000402l_163949-164215:-	AW_365326#1#h1tg000402l	163949	164215	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_190268-190545:-_AW_365326_hap1_h1tg000402l_191287-191553:-	AW_365326_hap1_h1tg000402l_190268-190545:-	AW_365326#1#h1tg000402l	190268	190545	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_190268-190545:-_AW_365326_hap1_h1tg000402l_191287-191553:-	AW_365326_hap1_h1tg000402l_191287-191553:-	AW_365326#1#h1tg000402l	191287	191553	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_203975-204250:-_AW_365326_hap1_h1tg000402l_205321-205587:-	AW_365326_hap1_h1tg000402l_203975-204250:-	AW_365326#1#h1tg000402l	203975	204250	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_203975-204250:-_AW_365326_hap1_h1tg000402l_205321-205587:-	AW_365326_hap1_h1tg000402l_205321-205587:-	AW_365326#1#h1tg000402l	205321	205587	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_223277-223554:-_AW_365326_hap1_h1tg000402l_224668-224934:-	AW_365326_hap1_h1tg000402l_223277-223554:-	AW_365326#1#h1tg000402l	223277	223554	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap1_h1tg000402l_223277-223554:-_AW_365326_hap1_h1tg000402l_224668-224934:-	AW_365326_hap1_h1tg000402l_224668-224934:-	AW_365326#1#h1tg000402l	224668	224934	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#1	AW
AW_365326_hap2_h2tg000217l_495781-496057:-	AW_365326_hap2_h2tg000217l_495781-496057:-	AW_365326#2#h2tg000217l	495781	496057	2	1	0	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000217l_600090-600330:-	AW_365326_hap2_h2tg000217l_600090-600330:-	AW_365326#2#h2tg000217l	600090	600330	0	0	0	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000217l_606618-606895:-_AW_365326_hap2_h2tg000217l_608041-608307:-	AW_365326_hap2_h2tg000217l_606618-606895:-	AW_365326#2#h2tg000217l	606618	606895	0	0	0	0	EXON3	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000217l_606618-606895:-_AW_365326_hap2_h2tg000217l_608041-608307:-	AW_365326_hap2_h2tg000217l_608041-608307:-	AW_365326#2#h2tg000217l	608041	608307	0	0	0	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000217l_646882-647158:-	AW_365326_hap2_h2tg000217l_646882-647158:-	AW_365326#2#h2tg000217l	646882	647158	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000217l_826024-826283:._AW_365326_hap2_h2tg000217l_826538-826814:.	AW_365326_hap2_h2tg000217l_826024-826283:.	AW_365326#2#h2tg000217l	826024	826283	0	0	NA	NA	EXON2	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000217l_826024-826283:._AW_365326_hap2_h2tg000217l_826538-826814:.	AW_365326_hap2_h2tg000217l_826538-826814:.	AW_365326#2#h2tg000217l	826538	826814	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_72817-73083:._AW_365326_hap2_h2tg000670l_74094-74371:.	AW_365326_hap2_h2tg000670l_72817-73083:.	AW_365326#2#h2tg000670l	72817	73083	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_72817-73083:._AW_365326_hap2_h2tg000670l_74094-74371:.	AW_365326_hap2_h2tg000670l_74094-74371:.	AW_365326#2#h2tg000670l	74094	74371	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_88567-88844:.	AW_365326_hap2_h2tg000670l_88567-88844:.	AW_365326#2#h2tg000670l	88567	88844	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_105355-105621:._AW_365326_hap2_h2tg000670l_106613-106890:.	AW_365326_hap2_h2tg000670l_105355-105621:.	AW_365326#2#h2tg000670l	105355	105621	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_105355-105621:._AW_365326_hap2_h2tg000670l_106613-106890:.	AW_365326_hap2_h2tg000670l_106613-106890:.	AW_365326#2#h2tg000670l	106613	106890	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_118836-119102:._AW_365326_hap2_h2tg000670l_120278-120555:.	AW_365326_hap2_h2tg000670l_118836-119102:.	AW_365326#2#h2tg000670l	118836	119102	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_118836-119102:._AW_365326_hap2_h2tg000670l_120278-120555:.	AW_365326_hap2_h2tg000670l_120278-120555:.	AW_365326#2#h2tg000670l	120278	120555	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_126820-127086:._AW_365326_hap2_h2tg000670l_128273-128550:.	AW_365326_hap2_h2tg000670l_126820-127086:.	AW_365326#2#h2tg000670l	126820	127086	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_126820-127086:._AW_365326_hap2_h2tg000670l_128273-128550:.	AW_365326_hap2_h2tg000670l_128273-128550:.	AW_365326#2#h2tg000670l	128273	128550	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_145914-146156:._AW_365326_hap2_h2tg000670l_147215-147492:.	AW_365326_hap2_h2tg000670l_145914-146156:.	AW_365326#2#h2tg000670l	145914	146156	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_145914-146156:._AW_365326_hap2_h2tg000670l_147215-147492:.	AW_365326_hap2_h2tg000670l_147215-147492:.	AW_365326#2#h2tg000670l	147215	147492	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_175416-175682:._AW_365326_hap2_h2tg000670l_177132-177409:.	AW_365326_hap2_h2tg000670l_175416-175682:.	AW_365326#2#h2tg000670l	175416	175682	0	0	1	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_175416-175682:._AW_365326_hap2_h2tg000670l_177132-177409:.	AW_365326_hap2_h2tg000670l_177132-177409:.	AW_365326#2#h2tg000670l	177132	177409	0	0	1	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_197831-198108:.	AW_365326_hap2_h2tg000670l_197831-198108:.	AW_365326#2#h2tg000670l	197831	198108	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_259835-260101:._AW_365326_hap2_h2tg000670l_261165-261442:.	AW_365326_hap2_h2tg000670l_259835-260101:.	AW_365326#2#h2tg000670l	259835	260101	0	0	NA	NA	EXON2	Core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_259835-260101:._AW_365326_hap2_h2tg000670l_261165-261442:.	AW_365326_hap2_h2tg000670l_261165-261442:.	AW_365326#2#h2tg000670l	261165	261442	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_280887-281164:.	AW_365326_hap2_h2tg000670l_280887-281164:.	AW_365326#2#h2tg000670l	280887	281164	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_293847-294113:._AW_365326_hap2_h2tg000670l_295129-295406:.	AW_365326_hap2_h2tg000670l_293847-294113:.	AW_365326#2#h2tg000670l	293847	294113	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_293847-294113:._AW_365326_hap2_h2tg000670l_295129-295406:.	AW_365326_hap2_h2tg000670l_295129-295406:.	AW_365326#2#h2tg000670l	295129	295406	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_309477-309754:-_AW_365326_hap2_h2tg000670l_311199-311465:-	AW_365326_hap2_h2tg000670l_309477-309754:-	AW_365326#2#h2tg000670l	309477	309754	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_309477-309754:-_AW_365326_hap2_h2tg000670l_311199-311465:-	AW_365326_hap2_h2tg000670l_311199-311465:-	AW_365326#2#h2tg000670l	311199	311465	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_324551-324826:-_AW_365326_hap2_h2tg000670l_326032-326298:-	AW_365326_hap2_h2tg000670l_324551-324826:-	AW_365326#2#h2tg000670l	324551	324826	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_324551-324826:-_AW_365326_hap2_h2tg000670l_326032-326298:-	AW_365326_hap2_h2tg000670l_326032-326298:-	AW_365326#2#h2tg000670l	326032	326298	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_341351-341628:-_AW_365326_hap2_h2tg000670l_342370-342636:-	AW_365326_hap2_h2tg000670l_341351-341628:-	AW_365326#2#h2tg000670l	341351	341628	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365326_hap2_h2tg000670l_341351-341628:-_AW_365326_hap2_h2tg000670l_342370-342636:-	AW_365326_hap2_h2tg000670l_342370-342636:-	AW_365326#2#h2tg000670l	342370	342636	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365326#2	AW
AW_365327_hap1_h1tg000312l_14466-14732:._AW_365327_hap1_h1tg000312l_15922-16199:.	AW_365327_hap1_h1tg000312l_14466-14732:.	AW_365327#1#h1tg000312l	14466	14732	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_14466-14732:._AW_365327_hap1_h1tg000312l_15922-16199:.	AW_365327_hap1_h1tg000312l_15922-16199:.	AW_365327#1#h1tg000312l	15922	16199	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_31574-31816:._AW_365327_hap1_h1tg000312l_32875-33152:.	AW_365327_hap1_h1tg000312l_31574-31816:.	AW_365327#1#h1tg000312l	31574	31816	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_31574-31816:._AW_365327_hap1_h1tg000312l_32875-33152:.	AW_365327_hap1_h1tg000312l_32875-33152:.	AW_365327#1#h1tg000312l	32875	33152	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_45745-46011:._AW_365327_hap1_h1tg000312l_47183-47460:.	AW_365327_hap1_h1tg000312l_45745-46011:.	AW_365327#1#h1tg000312l	45745	46011	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_45745-46011:._AW_365327_hap1_h1tg000312l_47183-47460:.	AW_365327_hap1_h1tg000312l_47183-47460:.	AW_365327#1#h1tg000312l	47183	47460	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_77710-77976:._AW_365327_hap1_h1tg000312l_78800-79077:.	AW_365327_hap1_h1tg000312l_77710-77976:.	AW_365327#1#h1tg000312l	77710	77976	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_77710-77976:._AW_365327_hap1_h1tg000312l_78800-79077:.	AW_365327_hap1_h1tg000312l_78800-79077:.	AW_365327#1#h1tg000312l	78800	79077	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_85355-85621:._AW_365327_hap1_h1tg000312l_86757-87034:.	AW_365327_hap1_h1tg000312l_85355-85621:.	AW_365327#1#h1tg000312l	85355	85621	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_85355-85621:._AW_365327_hap1_h1tg000312l_86757-87034:.	AW_365327_hap1_h1tg000312l_86757-87034:.	AW_365327#1#h1tg000312l	86757	87034	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_126759-127036:-_AW_365327_hap1_h1tg000312l_128524-128790:-	AW_365327_hap1_h1tg000312l_126759-127036:-	AW_365327#1#h1tg000312l	126759	127036	0	0	0	1	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_126759-127036:-_AW_365327_hap1_h1tg000312l_128524-128790:-	AW_365327_hap1_h1tg000312l_128524-128790:-	AW_365327#1#h1tg000312l	128524	128790	0	0	0	1	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_204546-204823:-_AW_365327_hap1_h1tg000312l_205887-206153:-	AW_365327_hap1_h1tg000312l_204546-204823:-	AW_365327#1#h1tg000312l	204546	204823	0	0	0	1	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap1_h1tg000312l_204546-204823:-_AW_365327_hap1_h1tg000312l_205887-206153:-	AW_365327_hap1_h1tg000312l_205887-206153:-	AW_365327#1#h1tg000312l	205887	206153	0	0	0	1	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#1	AW
AW_365327_hap2_h2tg000119l_631053-631329:-	AW_365327_hap2_h2tg000119l_631053-631329:-	AW_365327#2#h2tg000119l	631053	631329	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000119l_735402-735642:-	AW_365327_hap2_h2tg000119l_735402-735642:-	AW_365327#2#h2tg000119l	735402	735642	0	0	NA	NA	EXON2	Not_core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000119l_741915-742192:-_AW_365327_hap2_h2tg000119l_743336-743602:-	AW_365327_hap2_h2tg000119l_741915-742192:-	AW_365327#2#h2tg000119l	741915	742192	0	0	1	0	EXON3	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000119l_741915-742192:-_AW_365327_hap2_h2tg000119l_743336-743602:-	AW_365327_hap2_h2tg000119l_743336-743602:-	AW_365327#2#h2tg000119l	743336	743602	0	0	1	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000119l_782135-782411:-	AW_365327_hap2_h2tg000119l_782135-782411:-	AW_365327#2#h2tg000119l	782135	782411	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000119l_1007756-1008015:._AW_365327_hap2_h2tg000119l_1008270-1008546:.	AW_365327_hap2_h2tg000119l_1007756-1008015:.	AW_365327#2#h2tg000119l	1007756	1008015	0	0	NA	NA	EXON2	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000119l_1007756-1008015:._AW_365327_hap2_h2tg000119l_1008270-1008546:.	AW_365327_hap2_h2tg000119l_1008270-1008546:.	AW_365327#2#h2tg000119l	1008270	1008546	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000287l_373555-373831:-	AW_365327_hap2_h2tg000287l_373555-373831:-	AW_365327#2#h2tg000287l	373555	373831	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000287l_478505-478745:-	AW_365327_hap2_h2tg000287l_478505-478745:-	AW_365327#2#h2tg000287l	478505	478745	0	0	NA	NA	EXON2	Not_core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000287l_485024-485301:-_AW_365327_hap2_h2tg000287l_486445-486711:-	AW_365327_hap2_h2tg000287l_485024-485301:-	AW_365327#2#h2tg000287l	485024	485301	0	0	2	0	EXON3	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000287l_485024-485301:-_AW_365327_hap2_h2tg000287l_486445-486711:-	AW_365327_hap2_h2tg000287l_486445-486711:-	AW_365327#2#h2tg000287l	486445	486711	0	0	2	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000287l_524351-524627:-	AW_365327_hap2_h2tg000287l_524351-524627:-	AW_365327#2#h2tg000287l	524351	524627	2	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_16215-16481:._AW_365327_hap2_h2tg000493l_17948-18225:.	AW_365327_hap2_h2tg000493l_16215-16481:.	AW_365327#2#h2tg000493l	16215	16481	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_16215-16481:._AW_365327_hap2_h2tg000493l_17948-18225:.	AW_365327_hap2_h2tg000493l_17948-18225:.	AW_365327#2#h2tg000493l	17948	18225	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_34599-34876:-_AW_365327_hap2_h2tg000493l_35821-36087:-	AW_365327_hap2_h2tg000493l_34599-34876:-	AW_365327#2#h2tg000493l	34599	34876	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_34599-34876:-_AW_365327_hap2_h2tg000493l_35821-36087:-	AW_365327_hap2_h2tg000493l_35821-36087:-	AW_365327#2#h2tg000493l	35821	36087	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_73361-73638:-_AW_365327_hap2_h2tg000493l_74766-75032:-	AW_365327_hap2_h2tg000493l_73361-73638:-	AW_365327#2#h2tg000493l	73361	73638	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_73361-73638:-_AW_365327_hap2_h2tg000493l_74766-75032:-	AW_365327_hap2_h2tg000493l_74766-75032:-	AW_365327#2#h2tg000493l	74766	75032	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
AW_365327_hap2_h2tg000493l_118326-118603:-_AW_365327_hap2_h2tg000493l_120071-120337:-	AW_365327_hap2_h2tg000493l_118326-118603:-	AW_365327#2#h2tg000493l	118326	118603	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	AW_365327#2	AW
